firstName,lastName,playerteamCity,playerteamName,opponentteamCity,opponentteamName,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,threePointersAttempted,threePointersMade,freeThrowsAttempted,freeThrowsMade,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,startingPosition,gameDate
Jonathan,Kuminga,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,31.33,25.0,4.0,1.0,0.0,14.0,9.0,2.0,0.0,8.0,7.0,7.0,3.0,10.0,2.0,3.0,15.0,F,2025-10-27 22:00:00
GG,Jackson,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 22:00:00
Gary,Payton II,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,10.29,4.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,2025-10-27 22:00:00
Pat,Spencer,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,1.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,,2025-10-27 22:00:00
Quinten,Post,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,13.18,2.0,2.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,-4.0,,2025-10-27 22:00:00
Olivier-Maxence,Prosper,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,1.07,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,,2025-10-27 22:00:00
John,Konchar,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,20.47,3.0,1.0,0.0,1.0,5.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,-13.0,,2025-10-27 22:00:00
Brandin,Podziemski,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,31.47,23.0,6.0,0.0,1.0,14.0,8.0,7.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,0.0,17.0,G,2025-10-27 22:00:00
Santi,Aldama,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,22.24,14.0,4.0,0.0,3.0,13.0,6.0,6.0,2.0,2.0,0.0,5.0,1.0,6.0,1.0,2.0,2.0,,2025-10-27 22:00:00
Moses,Moody,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,22.08,20.0,1.0,2.0,1.0,10.0,6.0,7.0,5.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,-3.0,,2025-10-27 22:00:00
Ja,Morant,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,31.18,23.0,9.0,0.0,1.0,23.0,8.0,6.0,0.0,7.0,7.0,3.0,0.0,3.0,0.0,3.0,-16.0,G,2025-10-27 22:00:00
Buddy,Hield,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,18.24,5.0,2.0,0.0,1.0,7.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,,2025-10-27 22:00:00
Will,Richard,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,9.26,4.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,,2025-10-27 22:00:00
Jaylen,Wells,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,27.45,10.0,2.0,0.0,1.0,8.0,3.0,3.0,0.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,-19.0,G,2025-10-27 22:00:00
Trayce,Jackson-Davis,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,6.5,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,-5.0,,2025-10-27 22:00:00
Gui,Santos,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,6.2,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-2.0,,2025-10-27 22:00:00
Javon,Small,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,16.19,4.0,4.0,0.0,0.0,7.0,1.0,5.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,6.0,,2025-10-27 22:00:00
Stephen,Curry,Golden State,Warriors,Memphis,Grizzlies,1.0,1.0,29.42,16.0,3.0,0.0,0.0,11.0,5.0,9.0,4.0,2.0,2.0,4.0,0.0,4.0,2.0,1.0,17.0,G,2025-10-27 22:00:00
Kentavious,Caldwell-Pope,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,26.09,7.0,4.0,1.0,0.0,7.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,-6.0,F,2025-10-27 22:00:00
Cedric,Coward,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,25.15,9.0,2.0,1.0,0.0,6.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,-1.0,,2025-10-27 22:00:00
Jock,Landale,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,24.23,17.0,3.0,0.0,0.0,6.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,1.0,-17.0,C,2025-10-27 22:00:00
Cam,Spencer,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,14.16,11.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,-3.0,,2025-10-27 22:00:00
Jaren,Jackson Jr.,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,29.11,16.0,0.0,0.0,1.0,9.0,4.0,3.0,2.0,6.0,6.0,7.0,0.0,7.0,4.0,0.0,-6.0,F,2025-10-27 22:00:00
PJ,Hall,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,1.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,,2025-10-27 22:00:00
Charles,Bassey,Memphis,Grizzlies,Golden State,Warriors,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 22:00:00
Terrence,Shannon Jr.,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,25.14,9.0,1.0,0.0,1.0,8.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,-11.0,,2025-10-27 21:30:00
Tim,Hardaway Jr.,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,31.37,20.0,3.0,0.0,0.0,11.0,7.0,6.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,25.0,,2025-10-27 21:30:00
Joan,Beringer,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2025-10-27 21:30:00
Jalen,Pickett,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,2025-10-27 21:30:00
Johnny,Juzang,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,2.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:30:00
Leonard,Miller,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:30:00
Julius,Randle,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,34.33,24.0,3.0,1.0,2.0,15.0,8.0,4.0,1.0,8.0,7.0,6.0,1.0,7.0,4.0,2.0,-5.0,F,2025-10-27 21:30:00
Julian,Strawther,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,2025-10-27 21:30:00
Joe,Ingles,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:30:00
Bones,Hyland,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,15.37,4.0,1.0,0.0,0.0,6.0,1.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,-4.0,,2025-10-27 21:30:00
Hunter,Tyson,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.0,,2025-10-27 21:30:00
Peyton,Watson,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,24.42,12.0,1.0,2.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,14.0,,2025-10-27 21:30:00
Jaden,McDaniels,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,35.26,25.0,1.0,4.0,0.0,16.0,10.0,3.0,1.0,4.0,4.0,3.0,0.0,3.0,1.0,2.0,-13.0,F,2025-10-27 21:30:00
Nikola,Jokic,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,36.08,25.0,10.0,1.0,2.0,10.0,9.0,0.0,0.0,7.0,7.0,13.0,6.0,19.0,4.0,3.0,17.0,C,2025-10-27 21:30:00
Mike,Conley,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,25.39,10.0,4.0,1.0,1.0,8.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,-2.0,G,2025-10-27 21:30:00
DaRon,Holmes II,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,2025-10-27 21:30:00
Rudy,Gobert,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,26.27,8.0,1.0,2.0,1.0,7.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,5.0,4.0,1.0,-18.0,C,2025-10-27 21:30:00
Bruce,Brown,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,13.24,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,1.0,0.0,,2025-10-27 21:30:00
Spencer,Jones,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,,2025-10-27 21:30:00
Rob,Dillingham,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,12.03,4.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-5.0,,2025-10-27 21:30:00
Naz,Reid,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,27.21,18.0,2.0,1.0,1.0,12.0,7.0,6.0,2.0,4.0,2.0,5.0,2.0,7.0,4.0,2.0,0.0,,2025-10-27 21:30:00
Christian,Braun,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,27.29,7.0,2.0,0.0,2.0,9.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,-1.0,G,2025-10-27 21:30:00
Zeke,Nnaji,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,2025-10-27 21:30:00
Jamal,Murray,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,37.13,43.0,3.0,0.0,0.0,29.0,16.0,9.0,5.0,7.0,6.0,6.0,0.0,6.0,2.0,2.0,30.0,G,2025-10-27 21:30:00
Donte,DiVincenzo,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,29.53,12.0,4.0,0.0,1.0,10.0,3.0,8.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,-7.0,G,2025-10-27 21:30:00
Jonas,Valanciunas,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,10.18,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0,,2025-10-27 21:30:00
Aaron,Gordon,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,32.49,9.0,3.0,0.0,0.0,10.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,8.0,F,2025-10-27 21:30:00
Cameron,Johnson,Denver,Nuggets,Minnesota,Timberwolves,1.0,0.0,18.56,5.0,2.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,-14.0,F,2025-10-27 21:30:00
Jaylen,Clark,Minnesota,Timberwolves,Denver,Nuggets,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:30:00
Brice,Sensabaugh,Utah,Jazz,Phoenix,Suns,1.0,1.0,11.33,3.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,-25.0,,2025-10-27 21:00:00
Kyle,Filipowski,Utah,Jazz,Phoenix,Suns,1.0,1.0,20.11,3.0,1.0,0.0,0.0,7.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,6.0,2.0,2.0,7.0,F,2025-10-27 21:00:00
Lauri,Markkanen,Utah,Jazz,Phoenix,Suns,1.0,1.0,45.0,51.0,3.0,0.0,0.0,32.0,14.0,13.0,6.0,17.0,17.0,9.0,5.0,14.0,2.0,1.0,26.0,F,2025-10-27 21:00:00
Mark,Williams,Phoenix,Suns,Utah,Jazz,0.0,0.0,30.53,25.0,0.0,0.0,2.0,14.0,9.0,0.0,0.0,9.0,7.0,6.0,5.0,11.0,3.0,0.0,13.0,,2025-10-27 21:00:00
Kyle,Anderson,Utah,Jazz,Phoenix,Suns,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:00:00
Jusuf,Nurkic,Utah,Jazz,Phoenix,Suns,1.0,1.0,17.39,7.0,2.0,0.0,2.0,6.0,3.0,1.0,0.0,2.0,1.0,8.0,5.0,13.0,1.0,4.0,3.0,,2025-10-27 21:00:00
Grayson,Allen,Phoenix,Suns,Utah,Jazz,0.0,0.0,41.52,23.0,5.0,0.0,1.0,19.0,7.0,13.0,4.0,7.0,5.0,1.0,1.0,2.0,5.0,3.0,-8.0,G,2025-10-27 21:00:00
Ryan,Dunn,Phoenix,Suns,Utah,Jazz,0.0,0.0,17.04,7.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,-29.0,F,2025-10-27 21:00:00
Nick,Richards,Phoenix,Suns,Utah,Jazz,0.0,0.0,15.19,6.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,5.0,5.0,10.0,2.0,1.0,5.0,,2025-10-27 21:00:00
Isaiah,Livers,Phoenix,Suns,Utah,Jazz,0.0,0.0,21.21,5.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,,2025-10-27 21:00:00
Elijah,Harkless,Utah,Jazz,Phoenix,Suns,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:00:00
Walter,Clayton Jr.,Utah,Jazz,Phoenix,Suns,1.0,1.0,23.16,6.0,2.0,0.0,0.0,7.0,2.0,6.0,2.0,0.0,0.0,2.0,1.0,3.0,6.0,2.0,-9.0,,2025-10-27 21:00:00
Royce,O'Neale,Phoenix,Suns,Utah,Jazz,0.0,0.0,46.05,17.0,7.0,0.0,5.0,17.0,6.0,12.0,5.0,0.0,0.0,8.0,5.0,13.0,5.0,4.0,1.0,F,2025-10-27 21:00:00
Ace,Bailey,Utah,Jazz,Phoenix,Suns,1.0,1.0,13.31,6.0,1.0,0.0,0.0,9.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-15.0,,2025-10-27 21:00:00
Khaman,Maluach,Phoenix,Suns,Utah,Jazz,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:00:00
Taylor,Hendricks,Utah,Jazz,Phoenix,Suns,1.0,1.0,19.06,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,1.0,,2025-10-27 21:00:00
Devin,Booker,Phoenix,Suns,Utah,Jazz,0.0,0.0,44.1,34.0,10.0,1.0,0.0,26.0,11.0,12.0,5.0,10.0,7.0,4.0,1.0,5.0,4.0,2.0,-5.0,G,2025-10-27 21:00:00
Rasheer,Fleming,Phoenix,Suns,Utah,Jazz,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:00:00
Kevin,Love,Utah,Jazz,Phoenix,Suns,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:00:00
Walker,Kessler,Utah,Jazz,Phoenix,Suns,1.0,1.0,35.19,25.0,4.0,4.0,0.0,12.0,9.0,2.0,1.0,7.0,6.0,3.0,8.0,11.0,5.0,3.0,1.0,C,2025-10-27 21:00:00
Svi,Mykhailiuk,Utah,Jazz,Phoenix,Suns,1.0,1.0,36.37,11.0,3.0,0.0,4.0,8.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,28.0,G,2025-10-27 21:00:00
Jordan,Goodwin,Phoenix,Suns,Utah,Jazz,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:00:00
Oso,Ighodaro,Phoenix,Suns,Utah,Jazz,0.0,0.0,13.17,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-15.0,C,2025-10-27 21:00:00
Keyonte,George,Utah,Jazz,Phoenix,Suns,1.0,1.0,42.48,26.0,10.0,0.0,1.0,18.0,8.0,9.0,2.0,8.0,8.0,5.0,0.0,5.0,5.0,4.0,3.0,G,2025-10-27 21:00:00
Nigel,Hayes-Davis,Phoenix,Suns,Utah,Jazz,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,,2025-10-27 21:00:00
Cody,Williams,Utah,Jazz,Phoenix,Suns,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 21:00:00
Collin,Gillespie,Phoenix,Suns,Utah,Jazz,0.0,0.0,31.59,15.0,13.0,1.0,3.0,13.0,5.0,12.0,4.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,19.0,,2025-10-27 21:00:00
Ryan,Nembhard,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:30:00
Jaden,Hardy,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,20.54,11.0,1.0,0.0,2.0,9.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,10.0,,2025-10-27 20:30:00
D'Angelo,Russell,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,30.22,9.0,10.0,1.0,0.0,14.0,3.0,8.0,1.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,7.0,,2025-10-27 20:30:00
Chris,Youngblood,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,2025-10-27 20:30:00
Jaylin,Williams,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,17.24,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,0.0,7.0,2.0,1.0,7.0,,2025-10-27 20:30:00
Cooper,Flagg,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,31.08,2.0,0.0,0.0,2.0,9.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,-20.0,G,2025-10-27 20:30:00
Brooks,Barnhizer,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,6.25,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,,2025-10-27 20:30:00
Shai,Gilgeous-Alexander,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,35.28,23.0,8.0,0.0,1.0,22.0,10.0,3.0,1.0,2.0,2.0,4.0,0.0,4.0,0.0,4.0,7.0,G,2025-10-27 20:30:00
Ousmane,Dieng,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:30:00
Max,Christie,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,31.18,14.0,0.0,0.0,0.0,10.0,5.0,8.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,10.0,G,2025-10-27 20:30:00
Luguentz,Dort,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,31.32,6.0,1.0,0.0,0.0,9.0,2.0,6.0,2.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,3.0,F,2025-10-27 20:30:00
Cason,Wallace,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,32.48,4.0,5.0,0.0,1.0,9.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,4.0,G,2025-10-27 20:30:00
Caleb,Martin,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,4.35,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-1.0,,2025-10-27 20:30:00
Aaron,Wiggins,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,26.45,11.0,3.0,0.0,0.0,12.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,,2025-10-27 20:30:00
P.J.,Washington,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,37.57,15.0,3.0,1.0,1.0,10.0,5.0,5.0,2.0,7.0,3.0,7.0,2.0,9.0,0.0,1.0,-17.0,F,2025-10-27 20:30:00
Ajay,Mitchell,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,27.15,17.0,1.0,0.0,1.0,14.0,7.0,4.0,0.0,3.0,3.0,5.0,2.0,7.0,3.0,2.0,-2.0,,2025-10-27 20:30:00
Dwight,Powell,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:30:00
Miles,Kelly,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:30:00
Naji,Marshall,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,23.15,9.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,5.0,5.0,3.0,1.0,4.0,2.0,0.0,-15.0,,2025-10-27 20:30:00
Isaiah,Hartenstein,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,29.53,16.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,5.0,1.0,-7.0,C,2025-10-27 20:30:00
Klay,Thompson,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,22.26,8.0,2.0,1.0,0.0,11.0,3.0,6.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,-12.0,F,2025-10-27 20:30:00
Anthony,Davis,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,38.05,26.0,3.0,1.0,0.0,16.0,10.0,2.0,1.0,5.0,5.0,8.0,3.0,11.0,4.0,1.0,3.0,C,2025-10-27 20:30:00
Chet,Holmgren,Oklahoma City,Thunder,Dallas,Mavericks,1.0,0.0,32.09,18.0,2.0,4.0,0.0,10.0,6.0,5.0,2.0,6.0,4.0,10.0,1.0,11.0,4.0,3.0,15.0,F,2025-10-27 20:30:00
Moussa,Cisse,Dallas,Mavericks,Oklahoma City,Thunder,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:30:00
Ayo,Dosunmu,Chicago,Bulls,Atlanta,Hawks,1.0,1.0,26.51,21.0,2.0,0.0,0.0,10.0,7.0,6.0,4.0,4.0,3.0,3.0,0.0,3.0,2.0,0.0,12.0,,2025-10-27 20:00:00
Dalen,Terry,Chicago,Bulls,Atlanta,Hawks,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:00:00
Onyeka,Okongwu,Atlanta,Hawks,Chicago,Bulls,0.0,0.0,29.12,18.0,2.0,1.0,1.0,11.0,8.0,3.0,2.0,4.0,0.0,9.0,1.0,10.0,2.0,0.0,4.0,,2025-10-27 20:00:00
Nikola,Vucevic,Chicago,Bulls,Atlanta,Hawks,1.0,1.0,33.47,17.0,9.0,0.0,2.0,11.0,7.0,4.0,1.0,2.0,2.0,13.0,4.0,17.0,3.0,3.0,11.0,C,2025-10-27 20:00:00
Dyson,Daniels,Atlanta,Hawks,Chicago,Bulls,0.0,0.0,33.45,2.0,2.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,4.0,1.0,-15.0,G,2025-10-27 20:00:00
Kevin,Huerter,Chicago,Bulls,Atlanta,Hawks,1.0,1.0,20.39,15.0,2.0,1.0,0.0,8.0,6.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,8.0,,2025-10-27 20:00:00
Noa,Essengue,Chicago,Bulls,Atlanta,Hawks,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:00:00
N'Faly,Dante,Atlanta,Hawks,Chicago,Bulls,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-27 20:00:00
