firstName,lastName,playerteamCity,playerteamName,opponentteamCity,opponentteamName,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,threePointersAttempted,threePointersMade,freeThrowsAttempted,freeThrowsMade,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,startingPosition,gameDate
AJ,Green,Milwaukee,Bucks,Miami,Heat,0.0,0.0,15.29,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,,2026-03-12 19:30:00
Gary,Trent Jr.,Milwaukee,Bucks,Miami,Heat,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-03-12 19:30:00
Jericho,Sims,Milwaukee,Bucks,Miami,Heat,0.0,0.0,22.19,7.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,2.0,0.0,2.0,,2026-03-12 19:30:00
Kevin,Porter Jr.,Milwaukee,Bucks,Miami,Heat,0.0,0.0,27.44,6.0,5.0,0.0,3.0,8.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,7.0,4.0,3.0,-12.0,G,2026-03-12 19:30:00
Norman,Powell,Miami,Heat,Milwaukee,Bucks,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-03-12 19:30:00
Taurean,Prince,Milwaukee,Bucks,Miami,Heat,0.0,0.0,14.48,8.0,0.0,0.0,1.0,6.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,10.0,,2026-03-12 19:30:00
Bam,Adebayo,Miami,Heat,Milwaukee,Bucks,1.0,1.0,34.59,21.0,2.0,0.0,1.0,20.0,6.0,5.0,0.0,13.0,9.0,4.0,4.0,8.0,1.0,2.0,11.0,F,2026-03-12 19:30:00
Myles,Turner,Milwaukee,Bucks,Miami,Heat,0.0,0.0,21.3,7.0,2.0,1.0,0.0,7.0,2.0,5.0,1.0,2.0,2.0,4.0,0.0,4.0,1.0,1.0,-16.0,C,2026-03-12 19:30:00
Gary,Harris,Milwaukee,Bucks,Miami,Heat,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-03-12 19:30:00
Kyle,Kuzma,Milwaukee,Bucks,Miami,Heat,0.0,0.0,20.07,5.0,1.0,0.0,2.0,5.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,-10.0,F,2026-03-12 19:30:00
Tyler,Herro,Miami,Heat,Milwaukee,Bucks,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-03-12 19:30:00
Jaime,Jaquez Jr.,Miami,Heat,Milwaukee,Bucks,1.0,1.0,31.45,6.0,7.0,0.0,0.0,11.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,-6.0,,2026-03-12 19:30:00
Quentin,Grimes,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,32.04,14.0,5.0,1.0,1.0,14.0,5.0,8.0,1.0,6.0,3.0,1.0,2.0,3.0,0.0,3.0,-28.0,G,2026-03-12 19:00:00
Isaiah,Stewart,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,20.47,13.0,4.0,2.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,5.0,0.0,5.0,4.0,2.0,9.0,,2026-03-12 19:00:00
Trendon,Watford,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,19.39,4.0,1.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,-20.0,F,2026-03-12 19:00:00
Jabari,Walker,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,18.18,16.0,2.0,0.0,0.0,6.0,6.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,-5.0,,2026-03-12 19:00:00
MarJon,Beauchamp,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,30.56,17.0,2.0,1.0,0.0,13.0,7.0,7.0,2.0,1.0,1.0,5.0,1.0,6.0,3.0,1.0,-1.0,,2026-03-12 19:00:00
Ronald,Holland II,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,25.1,15.0,0.0,0.0,1.0,7.0,4.0,3.0,0.0,7.0,7.0,2.0,1.0,3.0,3.0,4.0,-7.0,,2026-03-12 19:00:00
Duncan,Robinson,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,24.44,19.0,4.0,0.0,1.0,10.0,7.0,7.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,18.0,F,2026-03-12 19:00:00
Javonte,Green,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,19.01,17.0,1.0,0.0,3.0,8.0,5.0,6.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,20.0,,2026-03-12 19:00:00
Cameron,Payne,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,18.32,15.0,2.0,0.0,0.0,10.0,5.0,6.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,2.0,-9.0,,2026-03-12 19:00:00
Dalen,Terry,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,22.4,8.0,2.0,2.0,0.0,6.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,,2026-03-12 19:00:00
Justin,Edwards,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,29.2,12.0,5.0,0.0,4.0,11.0,5.0,2.0,0.0,4.0,2.0,6.0,3.0,9.0,2.0,1.0,-5.0,F,2026-03-12 19:00:00
VJ,Edgecombe,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,29.12,10.0,0.0,2.0,0.0,14.0,3.0,5.0,0.0,4.0,4.0,3.0,2.0,5.0,0.0,3.0,-19.0,G,2026-03-12 19:00:00
Cade,Cunningham,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,28.23,8.0,13.0,1.0,2.0,6.0,3.0,2.0,0.0,2.0,2.0,5.0,0.0,5.0,1.0,4.0,27.0,G,2026-03-12 19:00:00
Tobias,Harris,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,21.4,15.0,2.0,0.0,1.0,11.0,6.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,18.0,F,2026-03-12 19:00:00
Dominick,Barlow,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,26.25,11.0,0.0,1.0,2.0,10.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,-16.0,C,2026-03-12 19:00:00
Tyrese,Martin,Philadelphia,76ers,Detroit,Pistons,0.0,0.0,8.43,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,,2026-03-12 19:00:00
Paul,Reed,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,12.22,6.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,-8.0,,2026-03-12 19:00:00
Marcus,Sasser,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,22.31,6.0,3.0,0.0,0.0,9.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,G,2026-03-12 19:00:00
Daniss,Jenkins,Detroit,Pistons,Philadelphia,76ers,1.0,1.0,19.37,6.0,3.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,-5.0,,2026-03-12 19:00:00
